Customer,Occuspace
Date Range,05/01/2023 - 05/01/2024
Hour Range,6 - 23
Days of the Week,Sun - Sat
Time Interval,30min

Location,Timestamp,Date,Day of Week,Week of Year,Time,Hour of Day,Average Occupancy,Average Utilization,Peak Occupancy,Peak Utilization,Capacity,Location Path
Track Exercise Room,06/01/2023 11:30,6/1/2023,5,22,11:30:00 AM,11,38,0.84,48,1.07,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 12:00,6/1/2023,5,22,12:00:00 PM,12,36,0.80,43,0.96,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 12:30,6/1/2023,5,22,12:30:00 PM,12,31,0.69,38,0.84,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 13:00,6/1/2023,5,22,1:00:00 PM,13,32,0.71,34,0.76,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 13:30,6/1/2023,5,22,1:30:00 PM,13,34,0.76,40,0.89,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 14:00,6/1/2023,5,22,2:00:00 PM,14,41,0.91,45,1.00,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 14:30,6/1/2023,5,22,2:30:00 PM,14,43,0.96,46,1.02,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 15:00,6/1/2023,5,22,3:00:00 PM,15,46,1.02,51,1.13,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 15:30,6/1/2023,5,22,3:30:00 PM,15,50,1.11,53,1.18,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 16:00,6/1/2023,5,22,4:00:00 PM,16,40,0.89,54,1.20,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 16:30,6/1/2023,5,22,4:30:00 PM,16,50,1.11,56,1.24,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 17:00,6/1/2023,5,22,5:00:00 PM,17,55,1.22,59,1.31,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 17:30,6/1/2023,5,22,5:30:00 PM,17,48,1.07,55,1.22,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 18:00,6/1/2023,5,22,6:00:00 PM,18,43,0.96,50,1.11,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 18:30,6/1/2023,5,22,6:30:00 PM,18,30,0.67,34,0.76,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 19:00,6/1/2023,5,22,7:00:00 PM,19,32,0.71,35,0.78,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 19:30,6/1/2023,5,22,7:30:00 PM,19,29,0.64,33,0.73,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 20:00,6/1/2023,5,22,8:00:00 PM,20,29,0.64,33,0.73,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 20:30,6/1/2023,5,22,8:30:00 PM,20,27,0.60,31,0.69,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 21:00,6/1/2023,5,22,9:00:00 PM,21,20,0.44,24,0.53,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 21:30,6/1/2023,5,22,9:30:00 PM,21,22,0.49,25,0.56,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 22:00,6/1/2023,5,22,10:00:00 PM,22,21,0.47,26,0.58,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 22:30,6/1/2023,5,22,10:30:00 PM,22,26,0.58,29,0.64,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 23:00,6/1/2023,5,22,11:00:00 PM,23,21,0.47,30,0.67,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/01/2023 23:30,6/1/2023,5,22,11:30:00 PM,23,9,0.20,12,0.27,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 6:00,6/2/2023,6,22,6:00:00 AM,6,6,0.13,7,0.16,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 6:30,6/2/2023,6,22,6:30:00 AM,6,8,0.18,11,0.24,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 7:00,6/2/2023,6,22,7:00:00 AM,7,8,0.18,10,0.22,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 7:30,6/2/2023,6,22,7:30:00 AM,7,9,0.20,11,0.24,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 8:00,6/2/2023,6,22,8:00:00 AM,8,10,0.22,12,0.27,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 8:30,6/2/2023,6,22,8:30:00 AM,8,12,0.27,15,0.33,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 9:00,6/2/2023,6,22,9:00:00 AM,9,9,0.20,11,0.24,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 9:30,6/2/2023,6,22,9:30:00 AM,9,12,0.27,15,0.33,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 10:00,6/2/2023,6,22,10:00:00 AM,10,19,0.42,23,0.51,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 10:30,6/2/2023,6,22,10:30:00 AM,10,17,0.38,23,0.51,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 11:00,6/2/2023,6,22,11:00:00 AM,11,22,0.49,26,0.58,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 11:30,6/2/2023,6,22,11:30:00 AM,11,26,0.58,32,0.71,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 12:00,6/2/2023,6,22,12:00:00 PM,12,26,0.58,32,0.71,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 12:30,6/2/2023,6,22,12:30:00 PM,12,30,0.67,35,0.78,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 13:00,6/2/2023,6,22,1:00:00 PM,13,24,0.53,28,0.62,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 13:30,6/2/2023,6,22,1:30:00 PM,13,22,0.49,26,0.58,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 14:00,6/2/2023,6,22,2:00:00 PM,14,19,0.42,22,0.49,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 14:30,6/2/2023,6,22,2:30:00 PM,14,21,0.47,24,0.53,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 15:00,6/2/2023,6,22,3:00:00 PM,15,32,0.71,35,0.78,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 15:30,6/2/2023,6,22,3:30:00 PM,15,28,0.62,33,0.73,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 16:00,6/2/2023,6,22,4:00:00 PM,16,25,0.56,29,0.64,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 16:30,6/2/2023,6,22,4:30:00 PM,16,23,0.51,30,0.67,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 17:00,6/2/2023,6,22,5:00:00 PM,17,29,0.64,36,0.80,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 17:30,6/2/2023,6,22,5:30:00 PM,17,35,0.78,39,0.87,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 18:00,6/2/2023,6,22,6:00:00 PM,18,29,0.64,36,0.80,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 18:30,6/2/2023,6,22,6:30:00 PM,18,26,0.58,29,0.64,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 19:00,6/2/2023,6,22,7:00:00 PM,19,22,0.49,25,0.56,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 19:30,6/2/2023,6,22,7:30:00 PM,19,19,0.42,21,0.47,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 20:00,6/2/2023,6,22,8:00:00 PM,20,20,0.44,23,0.51,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 20:30,6/2/2023,6,22,8:30:00 PM,20,21,0.47,24,0.53,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 21:00,6/2/2023,6,22,9:00:00 PM,21,18,0.40,20,0.44,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 21:30,6/2/2023,6,22,9:30:00 PM,21,13,0.29,17,0.38,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 22:00,6/2/2023,6,22,10:00:00 PM,22,14,0.31,19,0.42,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 22:30,6/2/2023,6,22,10:30:00 PM,22,11,0.24,15,0.33,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 23:00,6/2/2023,6,22,11:00:00 PM,23,14,0.31,17,0.38,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/02/2023 23:30,6/2/2023,6,22,11:30:00 PM,23,11,0.24,20,0.44,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 6:00,6/3/2023,7,22,6:00:00 AM,6,0,0.00,0,0.00,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 6:30,6/3/2023,7,22,6:30:00 AM,6,0,0.00,1,0.02,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 7:00,6/3/2023,7,22,7:00:00 AM,7,0,0.00,0,0.00,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 7:30,6/3/2023,7,22,7:30:00 AM,7,0,0.00,0,0.00,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 8:00,6/3/2023,7,22,8:00:00 AM,8,5,0.11,7,0.16,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 8:30,6/3/2023,7,22,8:30:00 AM,8,17,0.38,21,0.47,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 9:00,6/3/2023,7,22,9:00:00 AM,9,21,0.47,22,0.49,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 9:30,6/3/2023,7,22,9:30:00 AM,9,20,0.44,26,0.58,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 10:00,6/3/2023,7,22,10:00:00 AM,10,19,0.42,20,0.44,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 10:30,6/3/2023,7,22,10:30:00 AM,10,23,0.51,27,0.60,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 11:00,6/3/2023,7,22,11:00:00 AM,11,19,0.42,24,0.53,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 11:30,6/3/2023,7,22,11:30:00 AM,11,22,0.49,26,0.58,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 12:00,6/3/2023,7,22,12:00:00 PM,12,22,0.49,25,0.56,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 12:30,6/3/2023,7,22,12:30:00 PM,12,24,0.53,28,0.62,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 13:00,6/3/2023,7,22,1:00:00 PM,13,31,0.69,36,0.80,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 13:30,6/3/2023,7,22,1:30:00 PM,13,27,0.60,31,0.69,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 14:00,6/3/2023,7,22,2:00:00 PM,14,25,0.56,28,0.62,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 14:30,6/3/2023,7,22,2:30:00 PM,14,23,0.51,32,0.71,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 15:00,6/3/2023,7,22,3:00:00 PM,15,17,0.38,22,0.49,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 15:30,6/3/2023,7,22,3:30:00 PM,15,20,0.44,24,0.53,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 16:00,6/3/2023,7,22,4:00:00 PM,16,20,0.44,22,0.49,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 16:30,6/3/2023,7,22,4:30:00 PM,16,21,0.47,25,0.56,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 17:00,6/3/2023,7,22,5:00:00 PM,17,21,0.47,24,0.53,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 17:30,6/3/2023,7,22,5:30:00 PM,17,23,0.51,29,0.64,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 18:00,6/3/2023,7,22,6:00:00 PM,18,18,0.40,22,0.49,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 18:30,6/3/2023,7,22,6:30:00 PM,18,18,0.40,21,0.47,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 19:00,6/3/2023,7,22,7:00:00 PM,19,23,0.51,27,0.60,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 19:30,6/3/2023,7,22,7:30:00 PM,19,22,0.49,27,0.60,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 20:00,6/3/2023,7,22,8:00:00 PM,20,18,0.40,21,0.47,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 20:30,6/3/2023,7,22,8:30:00 PM,20,19,0.42,23,0.51,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 21:00,6/3/2023,7,22,9:00:00 PM,21,16,0.36,19,0.42,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 21:30,6/3/2023,7,22,9:30:00 PM,21,13,0.29,17,0.38,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 22:00,6/3/2023,7,22,10:00:00 PM,22,2,0.04,6,0.13,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 22:30,6/3/2023,7,22,10:30:00 PM,22,1,0.02,2,0.04,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 23:00,6/3/2023,7,22,11:00:00 PM,23,1,0.02,1,0.02,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/03/2023 23:30,6/3/2023,7,22,11:30:00 PM,23,1,0.02,1,0.02,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 6:00,6/4/2023,1,23,6:00:00 AM,6,1,0.02,2,0.04,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 6:30,6/4/2023,1,23,6:30:00 AM,6,1,0.02,1,0.02,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 7:00,6/4/2023,1,23,7:00:00 AM,7,1,0.02,1,0.02,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 7:30,6/4/2023,1,23,7:30:00 AM,7,1,0.02,3,0.07,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 8:00,6/4/2023,1,23,8:00:00 AM,8,5,0.11,7,0.16,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 8:30,6/4/2023,1,23,8:30:00 AM,8,10,0.22,15,0.33,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 9:00,6/4/2023,1,23,9:00:00 AM,9,15,0.33,16,0.36,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 9:30,6/4/2023,1,23,9:30:00 AM,9,20,0.44,24,0.53,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 10:00,6/4/2023,1,23,10:00:00 AM,10,19,0.42,22,0.49,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 10:30,6/4/2023,1,23,10:30:00 AM,10,19,0.42,22,0.49,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 11:00,6/4/2023,1,23,11:00:00 AM,11,17,0.38,24,0.53,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 11:30,6/4/2023,1,23,11:30:00 AM,11,13,0.29,18,0.40,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 12:00,6/4/2023,1,23,12:00:00 PM,12,18,0.40,20,0.44,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 12:30,6/4/2023,1,23,12:30:00 PM,12,23,0.51,26,0.58,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 13:00,6/4/2023,1,23,1:00:00 PM,13,23,0.51,29,0.64,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 13:30,6/4/2023,1,23,1:30:00 PM,13,23,0.51,26,0.58,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 14:00,6/4/2023,1,23,2:00:00 PM,14,17,0.38,20,0.44,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 14:30,6/4/2023,1,23,2:30:00 PM,14,18,0.40,21,0.47,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 15:00,6/4/2023,1,23,3:00:00 PM,15,28,0.62,37,0.82,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 15:30,6/4/2023,1,23,3:30:00 PM,15,28,0.62,36,0.80,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 16:00,6/4/2023,1,23,4:00:00 PM,16,19,0.42,23,0.51,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 16:30,6/4/2023,1,23,4:30:00 PM,16,24,0.53,30,0.67,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 17:00,6/4/2023,1,23,5:00:00 PM,17,24,0.53,27,0.60,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 17:30,6/4/2023,1,23,5:30:00 PM,17,28,0.62,34,0.76,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 18:00,6/4/2023,1,23,6:00:00 PM,18,23,0.51,26,0.58,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 18:30,6/4/2023,1,23,6:30:00 PM,18,23,0.51,28,0.62,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 19:00,6/4/2023,1,23,7:00:00 PM,19,22,0.49,25,0.56,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 19:30,6/4/2023,1,23,7:30:00 PM,19,21,0.47,25,0.56,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 20:00,6/4/2023,1,23,8:00:00 PM,20,27,0.60,31,0.69,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 20:30,6/4/2023,1,23,8:30:00 PM,20,35,0.78,41,0.91,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 21:00,6/4/2023,1,23,9:00:00 PM,21,33,0.73,38,0.84,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 21:30,6/4/2023,1,23,9:30:00 PM,21,30,0.67,38,0.84,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 22:00,6/4/2023,1,23,10:00:00 PM,22,4,0.09,18,0.40,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 22:30,6/4/2023,1,23,10:30:00 PM,22,0,0.00,1,0.02,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 23:00,6/4/2023,1,23,11:00:00 PM,23,0,0.00,0,0.00,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/04/2023 23:30,6/4/2023,1,23,11:30:00 PM,23,0,0.00,0,0.00,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 6:00,6/5/2023,2,23,6:00:00 AM,6,6,0.13,9,0.20,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 6:30,6/5/2023,2,23,6:30:00 AM,6,19,0.42,26,0.58,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 7:00,6/5/2023,2,23,7:00:00 AM,7,22,0.49,30,0.67,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 7:30,6/5/2023,2,23,7:30:00 AM,7,20,0.44,23,0.51,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 8:00,6/5/2023,2,23,8:00:00 AM,8,20,0.44,24,0.53,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 8:30,6/5/2023,2,23,8:30:00 AM,8,19,0.42,26,0.58,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 9:00,6/5/2023,2,23,9:00:00 AM,9,20,0.44,28,0.62,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 9:30,6/5/2023,2,23,9:30:00 AM,9,31,0.69,35,0.78,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 10:00,6/5/2023,2,23,10:00:00 AM,10,34,0.76,39,0.87,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 10:30,6/5/2023,2,23,10:30:00 AM,10,35,0.78,40,0.89,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 11:00,6/5/2023,2,23,11:00:00 AM,11,27,0.60,32,0.71,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 11:30,6/5/2023,2,23,11:30:00 AM,11,36,0.80,40,0.89,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 12:00,6/5/2023,2,23,12:00:00 PM,12,37,0.82,43,0.96,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 12:30,6/5/2023,2,23,12:30:00 PM,12,42,0.93,50,1.11,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 13:00,6/5/2023,2,23,1:00:00 PM,13,33,0.73,36,0.80,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 13:30,6/5/2023,2,23,1:30:00 PM,13,35,0.78,41,0.91,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 14:00,6/5/2023,2,23,2:00:00 PM,14,32,0.71,39,0.87,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 14:30,6/5/2023,2,23,2:30:00 PM,14,41,0.91,46,1.02,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 15:00,6/5/2023,2,23,3:00:00 PM,15,43,0.96,47,1.04,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 15:30,6/5/2023,2,23,3:30:00 PM,15,45,1.00,49,1.09,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 16:00,6/5/2023,2,23,4:00:00 PM,16,44,0.98,50,1.11,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 16:30,6/5/2023,2,23,4:30:00 PM,16,49,1.09,54,1.20,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 17:00,6/5/2023,2,23,5:00:00 PM,17,48,1.07,53,1.18,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 17:30,6/5/2023,2,23,5:30:00 PM,17,47,1.04,50,1.11,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 18:00,6/5/2023,2,23,6:00:00 PM,18,42,0.93,51,1.13,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
Track Exercise Room,06/05/2023 18:30,6/5/2023,2,23,6:30:00 PM,18,49,1.09,53,1.18,45,Cal Poly  > Rec Center > 2nd Floor > Track Exercise Room
